== set C part 1 >
2  2.2116  1.3240 
2  2.2910  1.3240 
2  2.3412  1.3235 
2  2.3920  1.3230 
2  2.3943  1.3225 
2  2.4220  1.3215 
2  2.4342  1.3210 
2  2.4528  1.3205 
2  2.4644  1.3200 
2  2.4807  1.3205 
2  2.4918  1.3210 
2  2.5102  1.3205 
2  2.5219  1.3200 
2  2.5323  1.3195 
2  2.5416  1.3190 
2  2.5434  1.3185 
2  2.5649  1.3190 
2  2.5955  1.3195 
2  3.0406  1.3200 
2  3.0508  1.3210 
2  3.0623  1.3205 
2  3.0816  1.3210 
2  3.1120  1.3215 
2  3.1515  1.3220 
2  3.1908  1.3235 
2  3.1917  1.3230 
2  3.2143  1.3235 
2  3.2243  1.3240 
2  3.2547  1.3230 
2  3.3312  1.3230 
2  3.3559  1.3240 
2  3.3815  1.3245 
2  3.4106  1.3250 
2  3.4239  1.3260 
2  3.4357  1.3265 
2  3.4947  1.3265 
2  3.5026  1.3260 
2  3.5037  1.3255 
2  3.5136  1.3260 
2  3.5803  1.3260 
2  4.0018  1.3255 
2  4.0201  1.3250 
2  4.0646  1.3240 
2  4.1141  1.3245 
2  4.1234  1.3240 
2  4.1235  1.3240 
2  4.1240  1.3235 
2  4.1426  1.3245 
2  4.3135  1.3240 
2  4.3406  1.3230 
2  4.3528  1.3235 
2  4.4138  1.3240 
2  4.4757  1.3240 
2  4.5055  1.3245 
2  4.5250  1.3250 
2  4.5405  1.3255 
2  4.5535  1.3260 
2  4.5555  1.3270 
2  4.5732  1.3265 
2  5.0059  1.3260 
2  5.0226  1.3265 
2  5.0408  1.3270 
2  5.0500  1.3275 
2  5.0529  1.3298 
2  5.0533  1.3280 
2  5.0729  1.3285 
2  5.1120  1.3280 
2  5.1240  1.3275 
2  5.1549  1.3285 
2  5.1954  1.3275 
2  5.2906  1.3275 
2  5.4113  1.3275 
2  5.4226  1.3270 
2  5.4440  1.3260 
2  5.5149  1.3265 
2  5.5450  1.3270 
2  6.0121  1.3270 
2  6.1543  1.3275 
2  6.2125  1.3280 
2  6.2707  1.3285 
2  6.2734  1.3290 
2  6.2830  1.3285 
2  6.3129  1.3280 
2  6.3649  1.3275 
2  6.3651  1.3275 
2  6.4248  1.3285 
2  6.4323  1.3290 
2  6.4446  1.3285 
2  6.4716  1.3280 
2  6.5152  1.3290 
2  6.5306  1.3300 
2  6.5346  1.3295 
2  6.5434  1.3300 
2  6.5549  1.3295 
2  6.5932  1.3300 
2  7.0030  1.3305 
2  7.0146  1.3300 
2  7.0218  1.3295 
2  7.0701  1.3300 
2  7.1210  1.3305 
2  7.1511  1.3300 
2  7.1514  1.3295 
2  7.1659  1.3295 
2  7.1718  1.3300 
2  7.2229  1.3295 
2  7.2921  1.3300 
2  7.3045  1.3305 
2  7.3354  1.3315 
2  7.3734  1.3310 
2  7.4046  1.3315 
2  7.4213  1.3320 
2  7.4342  1.3315 
2  7.4417  1.3310 
2  7.4814  1.3305 
2  7.4833  1.3300 
2  7.5126  1.3305 
2  7.5331  1.3310 
2  7.5445  1.3315 
2  7.5457  1.3310 
2  7.5641  1.3305 
2  7.5709  1.3300 
2  7.5833  1.3305 
2  7.5933  1.3310 
2  8.0605  1.3320 
2  8.0718  1.3315 
2  8.0752  1.3310 
2  8.0926  1.3305 
2  8.1118  1.3310 
2  8.1146  1.3315 
2  8.1520  1.3310 
2  8.1900  1.3315 
2  8.2042  1.3310 
2  8.2458  1.3320 
2  8.2501  1.3315 
2  8.2608  1.3320 
2  8.2758  1.3325 
2  8.3103  1.3320 
2  8.3244  1.3330 
2  8.3509  1.3315 
2  8.3653  1.3320 
2  8.3756  1.3325 
2  8.3908  1.3320 
2  8.4422  1.3330 
2  8.4429  1.3325 
2  8.4520  1.3320 
2  8.4614  1.3310 
2  8.4618  1.3310 
2  8.4705  1.3315 
2  8.4813  1.3305 
2  8.5041  1.3310 
2  8.5358  1.3305 
2  8.5925  1.3305 
2  8.5956  1.3300 
2  9.0136  1.3295 
2  9.0139  1.3295 
2  9.0413  1.3300 
2  9.0626  1.3295 
2  9.1213  1.3300 
2  9.1217  1.3300 
2  9.1318  1.3310 
2  9.1321  1.3310 
2  9.1620  1.3305 
2  9.1921  1.3300 
2  9.2057  1.3310 
2  9.2236  1.3315 
2  9.2821  1.3310 
2  9.3122  1.3300 
2  9.4110  1.3305 
2  9.4212  1.3315 
2  9.4243  1.3330 
2  9.4328  1.3325 
2  9.4621  1.3320 
2  9.5630  1.3310 
2  9.5632  1.3315 
2  9.5723  1.3305 
2 10.0332  1.3300 
2 10.0624  1.3310 
2 10.0916  1.3320 
2 10.1257  1.3310 
2 10.2815  1.3310 
2 10.3413  1.3300 
2 10.3421  1.3295 
2 10.3523  1.3285 
2 10.4145  1.3285 
3  0.0532  1.3350 
3  0.0601  1.3355 
3  0.1143  1.3355 
3  0.2122  1.3355 
3  0.2404  1.3350 
3  0.2737  1.3355 
3  0.3946  1.3345 
3  0.4335  1.3355 
3  0.5015  1.3345 
3  0.5016  1.3345 
3  0.5245  1.3340 
3  0.5750  1.3345 
3  1.0742  1.3345 
3  1.0948  1.3340 
3  1.1249  1.3335 
3  1.1259  1.3330 
3  1.1525  1.3335 
3  1.1633  1.3330 
3  1.2312  1.3325 
3  1.2702  1.3320 
3  1.3242  1.3315 
3  1.3531  1.3305 
3  1.3625  1.3295 
3  1.4044  1.3300 
3  1.4454  1.3295 
3  1.4541  1.3290 
3  1.4811  1.3295 
3  1.5055  1.3300 
3  1.5421  1.3305 
3  1.5601  1.3310 
3  1.5858  1.3315 
3  2.0221  1.3320 
3  2.0323  1.3315 
3  2.0658  1.3320 
3  2.1244  1.3325 
3  2.1632  1.3330 
3  2.1702  1.3335 
3  2.1837  1.3330 
3  2.2312  1.3340 
3  2.2828  1.3335 
3  2.2917  1.3330 
3  2.3123  1.3335 
3  2.3534  1.3330 
3  2.4111  1.3335 
3  2.4156  1.3330 
3  2.4614  1.3335 
3  2.4738  1.3340 
3  2.4944  1.3345 
3  2.4949  1.3345 
3  2.5103  1.3350 
3  2.5231  1.3340 
3  2.5335  1.3335 
3  2.5422  1.3340 
3  2.5907  1.3345 
3  2.5911  1.3345 
3  3.0336  1.3355 
3  3.0510  1.3350 
3  3.0538  1.3345 
3  3.0550  1.3335 
3  3.0712  1.3330 
3  3.0927  1.3335 
3  3.1541  1.3330 
3  3.1543  1.3330 
3  3.1613  1.3325 
3  3.1656  1.3320 
3  3.1831  1.3325 
3  3.2537  1.3325 
3  3.2539  1.3325 
3  3.3018  1.3330 
3  3.3722  1.3325 
3  3.3924  1.3330 
3  3.4426  1.3335 
3  3.4914  1.3345 
3  3.4917  1.3340 
3  3.4919  1.3340 
3  3.4920  1.3340 
3  3.4934  1.3345 
3  3.4936  1.3345 
3  3.5026  1.3345 
3  3.5027  1.3345 
3  3.5240  1.3340 
3  3.5416  1.3345 
3  3.5419  1.3345 
3  3.5536  1.3340 
3  3.5743  1.3345 
3  4.0243  1.3350 
3  4.0313  1.3355 
3  4.0457  1.3350 
3  4.0740  1.3345 
3  4.1045  1.3355 
3  4.1139  1.3360 
3  4.1439  1.3375 
3  4.1452  1.3370 
3  4.1647  1.3375 
3  4.1706  1.3370 
3  4.2135  1.3365 
3  4.2941  1.3370 
3  4.3149  1.3375 
3  4.3406  1.3385 
3  4.3722  1.3380 
3  4.3829  1.3385 
3  4.4015  1.3395 
3  4.4036  1.3390 
3  4.4654  1.3380 
3  4.5248  1.3375 
3  4.5523  1.3365 
3  4.5713  1.3370 
3  4.5810  1.3375 
3  5.0048  1.3370 
3  5.0222  1.3375 
3  5.0347  1.3380 
3  5.0601  1.3375 
3  5.1303  1.3380 
3  5.1421  1.3370 
3  5.1545  1.3375 
3  5.1613  1.3380 
3  5.1902  1.3375 
3  5.1907  1.3375 
3  5.1923  1.3370 
3  5.2019  1.3375 
3  5.2923  1.3385 
3  5.2950  1.3380 
3  5.3004  1.3385 
3  5.3837  1.3385 
3  5.3854  1.3390 
3  5.4021  1.3385 
3  5.4414  1.3395 
3  5.4426  1.3390 
3  5.5131  1.3390 
3  5.5151  1.3400 
3  5.5153  1.3400 
3  5.5458  1.3410 
3  5.5512  1.3405 
3  5.5606  1.3410 
3  5.5900  1.3400 
3  6.0751  1.3395 
3  6.1130  1.3390 
3  6.1214  1.3395 
3  6.1326  1.3390 
3  6.1713  1.3395 
3  6.1910  1.3390 
3  6.1931  1.3395 
3  6.2509  1.3400 
3  6.2533  1.3405 
3  6.2608  1.3410 
3  6.2740  1.3415 
3  6.2822  1.3410 
3  6.2840  1.3415 
3  6.2907  1.3410 
3  6.2939  1.3405 
3  6.3030  1.3410 
3  6.3610  1.3415 
3  6.3655  1.3420 
3  6.3753  1.3415 
3  6.3831  1.3420 
3  6.4219  1.3425 
3  6.4304  1.3430 
3  6.4305  1.3430 
3  6.4358  1.3435 
3  6.4407  1.3440 
3  6.4424  1.3435 
3  6.4514  1.3440 
3  6.4953  1.3430 
3  6.4955  1.3430 
3  6.5114  1.3425 
3  6.5335  1.3430 
3  6.5633  1.3435 
3  6.5918  1.3430 
3  7.0133  1.3425 
3  7.0317  1.3430 
3  7.0323  1.3435 
3  7.0621  1.3430 
3  7.0742  1.3425 
3  7.0847  1.3420 
3  7.0850  1.3420 
3  7.0920  1.3425 
3  7.1228  1.3420 
3  7.1449  1.3425 
3  7.2027  1.3425 
3  7.2414  1.3430 
3  7.2841  1.3425 
3  7.3223  1.3420 
3  7.3303  1.3415 
3  7.3339  1.3410 
3  7.3459  1.3400 
3  7.3549  1.3405 
3  7.3751  1.3410 
3  7.3933  1.3400 
3  7.4009  1.3405 
3  7.4050  1.3410 
3  7.4232  1.3415 
3  7.4307  1.3410 
3  7.4510  1.3405 
3  7.4643  1.3410 
3  7.4941  1.3415 
3  7.5141  1.3420 
3  7.5209  1.3415 
3  7.5211  1.3420 
3  7.5427  1.3415 
3  7.5441  1.3415 
3  7.5707  1.3410 
3  8.0119  1.3415 
3  8.0605  1.3420 
3  8.0607  1.3420 
3  8.0655  1.3425 
3  8.1138  1.3430 
3  8.1222  1.3435 
3  8.1402  1.3425 
3  8.1406  1.3430 
3  8.1410  1.3430 
3  8.1413  1.3430 
3  8.1417  1.3420 
3  8.1419  1.3415 
3  8.1421  1.3415 
3  8.1425  1.3415 
3  8.1427  1.3415 
3  8.1433  1.3420 
3  8.1508  1.3410 
3  8.1604  1.3420 
3  8.1620  1.3420 
3  8.1657  1.3425 
3  8.1708  1.3430 
3  8.1731  1.3425 
3  8.2104  1.3430 
3  8.2106  1.3430 
3  8.2520  1.3435 
3  8.2648  1.3440 
3  8.2857  1.3435 
3  8.3144  1.3440 
3  8.3208  1.3445 
3  8.3234  1.3440 
3  8.3241  1.3445 
3  8.3453  1.3440 
3  8.3553  1.3445 
3  8.3611  1.3440 
3  8.3929  1.3445 
3  8.4002  1.3450 
3  8.4201  1.3440 
3  8.4332  1.3435 
3  8.4419  1.3440 
3  8.4859  1.3435 
3  8.5113  1.3440 
3  8.5359  1.3445 
3  8.5723  1.3450 
3  8.5746  1.3455 
3  8.5946  1.3460 
3  9.0034  1.3455 
3  9.0041  1.3450 
3  9.0059  1.3450 
3  9.0231  1.3440 
3  9.0233  1.3445 
3  9.0350  1.3450 
3  9.0553  1.3460 
3  9.0618  1.3460 
3  9.0746  1.3455 
3  9.0947  1.3460 
3  9.1012  1.3470 
3  9.1102  1.3475 
3  9.1153  1.3470 
3  9.1317  1.3475 
3  9.1319  1.3475 
3  9.1546  1.3485 
3  9.1613  1.3480 
3  9.1901  1.3475 
3  9.1906  1.3470 
3  9.1920  1.3475 
3  9.2028  1.3470 
3  9.2318  1.3475 
3  9.2513  1.3470 
3  9.2751  1.3465 
3  9.3128  1.3460 
3  9.3132  1.3460 
3  9.3142  1.3460 
3  9.3147  1.3455 
3  9.3229  1.3460 
3  9.3343  1.3465 
3  9.3433  1.3460 
3  9.3723  1.3450 
3  9.3813  1.3440 
3  9.3911  1.3435 
3  9.4013  1.3425 
3  9.4127  1.3420 
3  9.4159  1.3425 
3  9.4346  1.3435 
3  9.4754  1.3430 
3  9.4930  1.3435 
3  9.5042  1.3440 
3  9.5608  1.3435 
3  9.5834  1.3430 
3 10.0243  1.3425 
3 10.0326  1.3430 
3 10.0811  1.3430 
3 10.1456  1.3435 
3 10.1955  1.3430 
3 10.2201  1.3425 
3 10.2334  1.3420 
3 10.2409  1.3410 
3 10.2432  1.3410 
3 10.2614  1.3420 
3 10.2724  1.3415 
3 10.2818  1.3405 
3 10.2924  1.3400 
3 10.2948  1.3390 
3 10.2958  1.3390 
3 10.3227  1.3400 
3 10.3546  1.3400 
3 10.3551  1.3410 
3 10.3626  1.3415 
3 10.3709  1.3420 
3 10.4001  1.3430 
3 10.4007  1.3430 
3 10.4353  1.3435 
3 10.4538  1.3430 
3 10.4842  1.3440 
4  0.0126  1.3375 
