== set C part 6 > 
4  0.0329  1.2615 
4  0.1048  1.2620 
4  0.1449  1.2615 
4  0.2039  1.2615 
4  0.2731  1.2620 
4  0.3332  1.2625 
4  0.3424  1.2620 
4  0.4025  1.2620 
4  0.4630  1.2620 
4  0.4708  1.2615 
4  0.4711  1.2615 
4  0.4740  1.2610 
4  0.4952  1.2605 
4  0.5116  1.2610 
4  0.5551  1.2610 
4  0.5725  1.2610 
4  1.0322  1.2610 
4  1.0351  1.2615 
4  1.0440  1.2610 
4  1.0522  1.2615 
4  1.0624  1.2610 
4  1.1206  1.2610 
4  1.1209  1.2610 
4  1.1813  1.2610 
4  1.1818  1.2610 
4  1.1839  1.2605 
4  1.1841  1.2605 
4  1.2026  1.2610 
4  1.2317  1.2615 
4  1.2353  1.2620 
4  1.2540  1.2615 
4  1.2622  1.2620 
4  1.2942  1.2620 
4  1.3140  1.2625 
4  1.3229  1.2630 
4  1.3246  1.2635 
4  1.3258  1.2640 
4  1.3914  1.2640 
4  1.4351  1.2635 
4  1.4400  1.2640 
4  1.4658  1.2635 
4  1.4951  1.2640 
4  1.5052  1.2645 
4  1.5309  1.2650 
4  1.5359  1.2645 
4  1.5923  1.2635 
4  2.0027  1.2630 
4  2.0029  1.2630 
4  2.0333  1.2625 
4  2.0410  1.2630 
4  2.1003  1.2630 
4  2.1309  1.2635 
4  2.1600  1.2630 
4  2.1828  1.2635 
4  2.2023  1.2640 
4  2.2511  1.2645 
4  2.2623  1.2650 
4  2.2625  1.2650 
4  2.2626  1.2650 
4  2.2806  1.2645 
4  2.3053  1.2640 
4  2.3133  1.2645 
4  2.3355  1.2650 
4  2.3431  1.2655 
4  2.3433  1.2655 
4  2.3514  1.2660 
4  2.3641  1.2655 
4  2.4007  1.2650 
4  2.4252  1.2645 
4  2.4804  1.2645 
4  2.5403  1.2645 
4  2.5412  1.2645 
4  2.5413  1.2645 
4  2.5547  1.2650 
4  3.0304  1.2650 
4  3.0951  1.2650 
4  3.0956  1.2650 
4  3.1228  1.2650 
4  3.1800  1.2650 
4  3.1849  1.2635 
4  3.1931  1.2640 
4  3.2054  1.2645 
4  3.2603  1.2645 
4  3.2817  1.2640 
4  3.2956  1.2640 
4  3.3145  1.2645 
4  3.3422  1.2640 
4  3.3647  1.2635 
4  3.3856  1.2640 
4  3.4513  1.2645 
4  3.4537  1.2650 
4  3.4732  1.2645 
4  3.5031  1.2645 
4  3.5418  1.2650 
4  3.5644  1.2645 
4  4.0210  1.2645 
4  4.1008  1.2645 
4  4.1112  1.2650 
4  4.1330  1.2645 
4  4.1941  1.2645 
4  4.2344  1.2640 
4  4.2635  1.2645 
4  4.2725  1.2640 
4  4.3356  1.2640 
4  4.3520  1.2635 
4  4.3635  1.2640 
4  4.4204  1.2640 
4  4.4823  1.2640 
4  4.5401  1.2640 
4  4.5408  1.2635 
4  4.5529  1.2640 
4  4.5820  1.2635 
4  4.5823  1.2635 
4  4.5846  1.2630 
4  5.0414  1.2630 
4  5.0416  1.2630 
4  5.1004  1.2630 
4  5.1606  1.2630 
4  5.1608  1.2630 
4  5.1831  1.2635 
4  5.2102  1.2640 
4  5.2644  1.2640 
4  5.3111  1.2640 
4  5.4345  1.2630 
4  5.4505  1.2635 
4  5.5207  1.2640 
4  6.0157  1.2640 
4  6.0847  1.2640 
4  6.0926  1.2645 
4  6.1148  1.2650 
4  6.1659  1.2650 
4  6.2227  1.2655 
4  6.2441  1.2660 
4  6.2548  1.2655 
4  6.2701  1.2650 
4  6.3027  1.2655 
4  6.3157  1.2650 
4  6.3347  1.2655 
4  6.3445  1.2650 
4  6.4004  1.2650 
4  6.4029  1.2645 
4  6.4141  1.2650 
4  6.4445  1.2660 
4  6.4626  1.2655 
4  6.4629  1.2650 
4  6.4639  1.2655 
4  6.4802  1.2650 
4  6.4903  1.2645 
4  6.5521  1.2645 
4  6.5917  1.2655 
4  6.5919  1.2655 
4  7.0339  1.2660 
4  7.0413  1.2665 
4  7.0415  1.2665 
4  7.0417  1.2665 
4  7.0451  1.2670 
4  7.0454  1.2670 
